disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109112,Type 2 diabetes mellitus with ophthalmic complications,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109600,Non-insulin-dependent diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109611,Type II diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109612,Type 2 diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109E11,Type II diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C109E12,Type 2 diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E100,Type 1 diabetes mellitus with ophthalmic complications,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E111,Type I diabetes mellitus with ophthalmic complications,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E112,Insulin-dependent diabetes mellitus with ophthalmic comps,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E700,Type 1 diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E711,Type I diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10E712,Insulin dependent diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10EF00,Type 1 diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10EF12,Insulin dependent diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10EP11,Type I diabetes mellitus with exudative maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10F100,Type 2 diabetes mellitus with ophthalmic complications,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10F111,Type II diabetes mellitus with ophthalmic complications,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10F600,Type 2 diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10F611,Type II diabetes mellitus with retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10FE00,Type 2 diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10FE11,Type II diabetes mellitus with diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420000,Background diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420100,Proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420200,Preproliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420300,Advanced diabetic maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420400,Diabetic maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420500,Advanced diabetic retinal disease,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420600,Non proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420700,High risk proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420800,High risk non proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420.00,Diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F420z00,Diabetic retinopathy NOS,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F440700,Diabetic iritis,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,F464000,Diabetic cataract,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOg,O/E - right eye background diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOk,O/E - right eye proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaKDG,O/E - right eye stable treated proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaD2T,Advanced diabetic retinal disease,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOi,O/E - right eye preproliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaIPk,O/E - diabetic maculopathy present both eyes,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaKcS,O/E - sight threatening diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOj,O/E - left eye preproliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaPen,Impaired vision due to diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaKDH,O/E - left eye stable treated proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaIW8,High risk non proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOn,O/E - right eye diabetic maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOo,O/E - left eye diabetic maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaIP5,Non proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOl,O/E - left eye proliferative diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJOh,O/E - left eye background diabetic retinopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
