disease,subtype,code_system,field_or_source,field_description,codes,code_value,match_rule,use_case,evidence_source,evidence_detail,phenotype_url,validation_source,validation_status,notes
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaJSr,Type 1 diabetes mellitus with exudative maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,XaIPl,O/E - diabetic maculopathy absent both eyes,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,primary-care Read/CTV3,42040,GP clinical event records,X00dG,Diabetic maculopathy,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=42040,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,questionnaire/measurement,5890,Which eye(s) affected by diabetes-related eye disease,1,Right eye,unclear,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5890,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,questionnaire/measurement,5890,Which eye(s) affected by diabetes-related eye disease,2,Left eye,unclear,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5890,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,questionnaire/measurement,5890,Which eye(s) affected by diabetes-related eye disease,3,Both eyes,unclear,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=5890,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diabetic ophthalmic complications,broad endpoint,questionnaire/measurement,6148,Eye problems/disorders,1,Diabetes related eye disease,unclear,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_diab_eye.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=6148,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,self-report illness,20002,"Non-cancer illness code, self-reported",1474,hiatus hernia,exact,incident/prevalent endpoint; cancer registry source,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=20002,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,ICD-10,41202,Diagnoses - main ICD10,K44,Diaphragmatic hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41202,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,ICD-10,41204,Diagnoses - secondary ICD10,K44,Diaphragmatic hernia,exact,incident/prevalent endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41204,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23,Repair of diaphragmatic hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.1,Repair of oesophageal hiatus using thoracic approach,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.2,Repair of diaphragmatic hernia using thoracic approach NEC,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.3,Repair of oesophageal hiatus using abdominal approach,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.4,Repair of diaphragmatic hernia using abdominal approach NEC,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.8,Other specified repair of diaphragmatic hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41200,Operative procedures - main OPCS4,G23.9,Unspecified repair of diaphragmatic hernia,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41200,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23,G23,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23.1,G23.1,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23.2,G23.2,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23.3,G23.3,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23.4,G23.4,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
Diaphragmatic hernia,broad endpoint,OPCS4,41210,Operative procedures - secondary OPCS4,G23.8,G23.8,exact,procedure-supported endpoint,Pomegranate portal; PMID:40634319; DOI:10.1038/s41598-025-05838-9,A computational framework for defining and validating reproducible phenotyping algorithms of 313 diseases in the UK Biobank,https://pomegranate.denaxaslab.org/phenotype_hernia_diaphragm.html,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=41210,verified,Public Pomegranate phenotype definition table; review match rule before prefix-based implementation.
